,ID,Salary,DOJ,DOL,Designation,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
train,1225970,145000.00,2/1/15 0:00,present,graduate engineer trainee,Gagret,m,5/20/93 0:00,82.3,state board,2011,73.2,state board,17180,2,B.Tech/B.E.,mechanical engineering,71.1,17180,0,Punjab,2015,545,520,390,0.725984148,375,-1,-1,438,-1,-1,-1,-1.5953,-0.9531,-0.2974,-1.2486,-0.6692
train,1136577,360000.00,8/1/14 0:00,present,software developer,Bangalore,m,5/22/91 0:00,79.29,icse,2009,68.67,cbse,5298,2,B.Tech/B.E.,computer science & engineering,76,5298,0,Tamil Nadu,2013,545,505,595,0.3565364877,555,-1,346,-1,-1,-1,-1,0.2718,0.7119,0.3174,-0.1076,1.4386
train,337656,500000.00,11/1/12 0:00,present,game developer,Bangalore,m,12/17/90 0:00,90.4,0,2009,97.5,0,3076,2,B.Tech/B.E.,electronics and communication engineering,87.1,3076,0,Tamil Nadu,2012,555,625,595,0.05879280001,555,200,-1,-1,-1,-1,-1,0.9737,-0.5523,0.926,0.53233,0.1864
train,920388,400000.00,11/1/14 0:00,present,operations analyst,New Delhi,m,9/23/91 0:00,80.6,icse,2009,80.7,icse,55,2,B.Tech/B.E.,electronics and communication engineering,72.5,55,0,Uttar Pradesh,2014,625,525,635,0.4935963873,435,324,-1,-1,-1,-1,-1,0.8463,0.8784,1.7007,-0.4879,0.0973
train,243493,300000.00,8/1/11 0:00,2/1/13 0:00,system engineer,Chennai,m,2/12/90 0:00,81.5,wbbse,2007,72,wbchse,1906,2,B.Tech/B.E.,electrical engineering,75.1,1906,1,West Bengal,2011,475,585,615,0.2294817549,-1,266,-1,-1,-1,-1,-1,-0.7264,0.6568,-2.2308,-0.5253,0.0284
train,911962,400000.00,7/1/14 0:00,present,software developer,Noida,m,9/24/91 0:00,90.4,cbse,2010,82.6,cbse,51,2,B.Tech/B.E.,information technology,75.8,51,0,Uttar Pradesh,2014,615,520,695,0.8646854134,525,-1,-1,-1,-1,-1,-1,-0.7335,-0.9531,0.6248,0.0192,-1.8189
train,350819,200000.00,12/1/14 0:00,present,digital marketing specialist,"Indirapuram, Ghaziabad",m,6/16/92 0:00,84,cbse,2010,77.4,cbse,7627,2,B.Tech/B.E.,electronics and instrumentation engineering,72.3,7627,0,Uttar Pradesh,2014,425,445,505,0.8816200695,-1,420,-1,-1,-1,-1,-1,1.2828,0.1888,-1.3599,2.0599,-0.2875
train,796197,800000.00,7/1/14 0:00,4/1/15 0:00,software engineer,Bangalore,f,1/11/93 0:00,93,cbse,2010,88,cbse,222,2,B.Tech/B.E.,computer engineering,81.9,222,0,Jharkhand,2014,650,620,765,0.9113952784,645,-1,500,-1,-1,-1,-1,0.2718,0.5454,-1.2196,-1.5021,-1.244
train,297612,145000.00,10/1/11 0:00,11/1/13 0:00,software developer,Coimbatore,m,12/16/86 0:00,83,0,2004,76,0,1370,2,MCA,computer application,77,1370,0,Tamil Nadu,2011,385,425,435,0.8194165298,505,-1,-1,-1,-1,-1,-1,-1.1901,0.1888,0.9623,-0.1727,-0.7615
train,262989,180000.00,12/1/11 0:00,1/1/13 0:00,technical recruiter,Noida,m,9/25/90 0:00,72,0,2006,71.6,0,11025,2,B.Tech/B.E.,computer engineering,62,11025,0,Uttar Pradesh,2011,425,345,365,0.3423148999,365,-1,-1,-1,-1,-1,-1,0.3555,0.5008,-0.344,-0.4078,-0.1295
train,1152450,370000.00,3/1/14 0:00,present,software engineer,Noida,f,11/5/91 0:00,86.6,cbse,2009,84.6,cbse,29,2,B.Tech/B.E.,computer science & engineering,76.08,29,1,Delhi,2013,570,580,705,0.9967444869,565,-1,623,-1,-1,-1,-1,-0.0154,0.2124,-1.527,-2.3895,-0.6692
train,416468,350000.00,6/1/12 0:00,10/1/13 0:00,systems analyst,Chennai,m,5/9/89 0:00,79,cbse,2007,74,cbse,35,1,B.Tech/B.E.,information technology,80,35,1,Delhi,2012,535,585,705,0.9795217443,625,-1,-1,-1,-1,-1,-1,1.0896,1.2808,-0.1988,-0.4371,0.0284
train,421568,235000.00,8/1/12 0:00,1/1/13 0:00,it support specialist,Mumbai,m,6/9/89 0:00,62.34,ssc,2008,62.26,msbte,307,2,B.Tech/B.E.,computer engineering,58.35,307,1,Maharashtra,2012,435,375,395,0.24545566,335,-1,-1,-1,-1,-1,-1,0.51,1.1248,0.5269,1.2374,0.8183
train,997622,500000.00,7/1/14 0:00,present,software developer,Bangalore,m,9/14/93 0:00,83.68,state board,2010,84.5,state board,904,2,B.Tech/B.E.,computer science & engineering,72.3,904,1,Karnataka,2014,580,605,570,0.6226429158,585,-1,407,-1,-1,-1,-1,-1.308,-1.7856,-0.6048,1.0333,-2.5853
train,1101727,300000.00,3/1/14 0:00,present,principal software engineer,Bangalore,m,2/12/92 0:00,72,cbse,2009,61,state board,8949,2,B.Tech/B.E.,electronics and communication engineering,66.5,8949,1,Karnataka,2013,545,545,535,0.6493897148,405,356,-1,-1,-1,-1,-1,1.5644,1.0449,-1.527,-2.136,0.0973
train,920246,125000.00,12/1/14 0:00,4/1/15 0:00,web developer,New Delhi,m,1/1/92 0:00,70.66,state board,2009,69.84,state board,55,2,B.Tech/B.E.,information technology,69,55,0,Uttar Pradesh,2014,310,410,695,0.1447898895,465,-1,284,-1,-1,-1,-1,-1.1644,-1.2861,0.6248,1.0333,-1.6273
train,374573,500000.00,12/1/13 0:00,present,technical support engineer,Navi Mumbai,m,6/1/90 0:00,76,maharashtra state board,2008,78.13,maharashtra state board,11546,2,B.Tech/B.E.,computer engineering,55.7,11546,0,Maharashtra,2012,475,615,675,0.8646854134,525,-1,-1,-1,-1,-1,-1,0.9737,1.7488,-0.1988,-1.9354,-0.1295
train,1224952,325000.00,11/1/14 0:00,3/1/15 0:00,software engineer,Bangalore,m,7/15/91 0:00,60.1,state board,2007,66.4,state board,1887,1,B.Tech/B.E.,computer science & engineering,65.22,1887,0,Uttar Pradesh,2014,490,455,345,0.2378028398,535,-1,315,-1,-1,-1,-1,1.7081,1.0449,0.9322,0.2727,1.247
train,812145,50000.00,6/1/14 0:00,present,jr. software engineer,Nagpur,f,1/30/93 0:00,77.38,state board,2010,60.83,state board,14437,2,B.Tech/B.E.,computer engineering,61,14437,0,Maharashtra,2014,440,315,295,0.1447898895,345,-1,284,-1,-1,-1,-1,0.1282,0.7119,-0.2974,0.653,-0.8608
train,539201,300000.00,9/1/13 0:00,4/1/15 0:00,programmer analyst,Kolkata,m,5/31/91 0:00,88.4,0,2009,91.5,0,2885,1,B.Tech/B.E.,electronics and communication engineering,75.2,2885,0,West Bengal,2013,605,485,650,0.2294817549,425,266,-1,-1,-1,-1,-1,1.1283,1.3198,-0.9245,-1.5828,0.6603
train,1279810,150000.00,6/1/14 0:00,present,design engineer,Bangalore,m,8/20/92 0:00,77.7,state board,2010,77,state board,7996,2,B.Tech/B.E.,mechanical engineering,67.32,7996,0,Karnataka,2014,335,340,415,0.8295845998,-1,-1,-1,469,-1,-1,-1,-1.0208,0.0459,0.7785,1.2869,0.6721
train,632497,240000.00,7/1/13 0:00,5/1/14 0:00,ios developer,-1,m,3/8/91 0:00,88.8,cbse,2009,84.3,cbse,13344,2,B.Tech/B.E.,computer science & engineering,83,13344,0,Uttar Pradesh,2013,640,680,575,0.9168699611,555,-1,-1,-1,-1,-1,-1,-0.3027,0.2124,-0.1437,0.0192,0.6721
train,277260,250000.00,9/1/11 0:00,12/1/14 0:00,.net developer,New Delhi,m,12/20/87 0:00,49,0,2005,54,0,75,2,MCA,computer application,71,75,0,Uttar Pradesh,2011,455,305,355,0.3775514194,375,-1,-1,-1,-1,-1,-1,0.8192,0.1888,-0.344,-0.7603,0.8183
train,1227702,220000.00,1/1/15 0:00,1/1/15 0:00,software devloper,jaipur,m,10/29/92 0:00,68.83,state board,2010,62,state board,8310,2,B.Tech/B.E.,computer science & engineering,73.2,8310,1,Rajasthan,2015,290,385,405,0.8422483223,385,-1,469,-1,-1,-1,-1,1.2772,0.7119,1.547,-0.1076,1.0554
train,196379,300000.00,2/1/12 0:00,4/1/12 0:00,software engineer,Bangalore,m,4/17/88 0:00,82,0,2006,65,cbse,115,2,MCA,computer application,66.39,115,0,Punjab,2011,515,585,535,0.9522455729,585,-1,-1,-1,-1,-1,-1,-0.5719,1.1248,0.8171,-0.9953,0.1864
train,753317,335000.00,2/1/14 0:00,present,system engineer,chennai,m,6/9/92 0:00,85,state board,2009,88.3,state board,11000,2,B.Tech/B.E.,electronics and communication engineering,75.52,11000,1,Telangana,2013,545,655,445,0.3387863472,385,292,-1,-1,-1,-1,-1,-0.0154,-0.6201,-0.4511,-0.2344,-1.244
train,823489,300000.00,11/1/15 0:00,present,programmer analyst,Chennai,m,4/15/92 0:00,81,state board,2009,81,state board,272,2,B.Tech/B.E.,electronics and communication engineering,78,272,0,Punjab,2014,360,545,635,0.9432721579,-1,452,-1,-1,-1,-1,-1,-0.0154,0.7119,1.547,-0.995,-0.8608
train,1087484,110000.00,8/1/14 0:00,present,software developer,Gwalior,m,4/7/87 0:00,69,state board,2006,51.3,state board,3313,2,B.Tech/B.E.,information technology,72,3313,0,Madhya Pradesh,2014,430,395,235,0.744758354,455,-1,438,-1,-1,-1,-1,-0.0154,-1.2861,0.01,0.2727,-0.4776
train,37132,470000.00,9/1/11 0:00,1/1/15 0:00,senior mechanical engineer,Pune,m,2/18/88 0:00,87.2,0,2006,83,0,223,2,B.Tech/B.E.,mechanical engineering,63,223,1,Maharashtra,2010,575,405,554,-1,345,333,-1,-1,-1,-1,-1,-2.5811,-1.5273,-0.1988,-1.8179,-1.5513
train,1171292,330000.00,9/1/14 0:00,9/1/15 0:00,assistant system engineer,-1,m,5/24/92 0:00,94.43,icse,2010,65.2,cbse,14541,1,B.Tech/B.E.,computer science & engineering,61.2,14541,0,Orissa,2014,780,505,510,0.8422483223,495,-1,469,-1,-1,-1,-1,0.5591,1.0449,1.3933,-1.2486,0.0973
train,1238258,400000.00,12/1/14 0:00,present,database administrator,Pune,m,12/17/92 0:00,85.53,state board,2010,86,state board,3836,2,B.Tech/B.E.,computer science & engineering,63.77,3836,0,Maharashtra,2014,510,530,560,0.9113952784,535,-1,500,-1,-1,-1,-1,-0.4463,-0.4536,-0.1437,-0.4879,-1.4356
train,324782,350000.00,2/1/13 0:00,3/1/15 0:00,programmer analyst,Chennai ,m,10/7/90 0:00,88.09,matriculation,2008,95.6,state board,6609,2,B.Tech/B.E.,electronics and communication engineering,75.6,6609,1,Tamil Nadu,2012,445,625,495,0.6944793277,-1,366,-1,-1,-1,393,-1,0.9737,1.1248,-1.3599,-0.52527,-0.643
train,351385,305000.00,12/1/12 0:00,7/1/15 0:00,business analyst,Pune,m,9/12/89 0:00,73.33,ssc,2008,57.67,hsc,11571,1,B.Tech/B.E.,electronics & telecommunications,55.55,11571,1,Maharashtra,2012,695,545,705,0.3760595867,-1,300,-1,-1,-1,-1,-1,-1.6538,0.6568,-0.9245,1.3549,0.1864
train,286955,350000.00,8/1/11 0:00,2/1/14 0:00,programmer analyst,Pune,m,3/14/90 0:00,84.8,mp board,2007,84,mp board,547,2,B.Tech/B.E.,computer engineering,73.66,547,0,Madhya Pradesh,2011,465,505,595,0.9421165515,575,-1,-1,-1,-1,-1,-1,-0.2628,0.6568,0.672,0.2973,-0.6035
train,872494,315000.00,8/1/14 0:00,present,java software engineer,Noida,m,8/11/92 0:00,78,cbse,2010,84,cbse,8116,2,B.Tech/B.E.,computer science & engineering,85.78,8116,1,Tamil Nadu,2014,325,435,545,0.8422483223,485,-1,469,-1,-1,-1,-1,-0.4463,0.2124,1.0859,0.2727,-0.6692
train,955377,330000.00,12/1/14 0:00,present,software test engineer,Mumbai,m,3/12/91 0:00,76,icse,2010,70,icse,172,2,B.Tech/B.E.,information technology,68,172,0,Uttar Pradesh,2014,625,470,535,0.6226429158,505,-1,407,-1,-1,-1,-1,0.7027,0.3789,0.1637,-0.6147,-0.0943
train,352906,150000.00,6/1/13 0:00,8/1/13 0:00,sales executive,Bangalore,m,10/7/90 0:00,83.33,board of secondary education,2008,81.4,board of intermediate education,9481,2,B.Tech/B.E.,electronics and communication engineering,61.92,9481,0,Tamil Nadu,2012,425,405,495,0.124502074,235,233,-1,358,-1,233,-1,0.6646,-2.3073,-0.344,1.5899,0.0679
train,1279785,180000.00,7/1/13 0:00,present,java software engineer,Visakhapatnam,m,9/20/91 0:00,76.7,state board,2009,90.1,state board,3913,2,B.Tech/B.E.,computer science & engineering,78,3913,0,Andhra Pradesh,2013,570,555,545,0.744758354,485,-1,438,-1,-1,-1,-1,0.2718,0.3789,0.3174,-0.4879,-0.8608
train,358100,350000.00,8/1/13 0:00,present,automation engineer,Chandigarh,f,8/8/91 0:00,74.2,hbse,2008,65.6,cbse,10185,2,B.Tech/B.E.,information technology,68.66,10185,0,Haryana,2012,335,525,475,0.5632678237,425,-1,-1,-1,-1,-1,-1,-1.3447,-1.5273,0.8171,-0.0552,-1.2354
train,1242048,105000.00,6/1/14 0:00,8/1/14 0:00,php developer,New Delhi,m,7/31/91 0:00,73,cbse,2009,59,state board,6545,2,B.Tech/B.E.,computer science & engineering,59,6545,0,Uttar Pradesh,2014,420,385,400,0.3565364877,355,-1,346,-1,-1,-1,-1,-2.457,-0.7866,-2.1418,-1.2486,-1.6273
train,1274066,180000.00,8/1/14 0:00,9/1/14 0:00,customer service representative,bangalore,m,10/28/92 0:00,65.6,cbse,2010,63.2,cbse,3709,2,B.Tech/B.E.,computer science & engineering,75.9,3709,0,Chhattisgarh,2014,465,350,295,0.9113952784,435,-1,500,-1,-1,-1,-1,0.8463,0.7119,1.547,-1.2486,0.6721
train,243897,400000.00,1/1/12 0:00,present,assistant professor,New Delhi,f,2/23/83 0:00,70,board of school education harayana,2001,50,board of school education harayana,2656,2,B.Tech/B.E.,electronics and communication engineering,75.84,2656,0,Haryana,2011,355,425,355,0.6944793277,355,366,-1,-1,-1,393,-1,-1.8083,0.3448,-1.3599,1.5899,1.2923
train,1034607,300000.00,8/1/14 0:00,present,business development executive,Pune,m,6/25/91 0:00,85.73,state board,2008,70,state board,11548,2,B.Tech/B.E.,computer science & engineering,56.5,11548,0,Maharashtra,2014,510,375,585,0.6226429158,395,-1,407,-1,-1,-1,-1,0.99,1.7109,1.0859,0.1459,0.8637
train,493796,600000.00,1/1/13 0:00,present,senior software developer,-1,m,9/11/90 0:00,82,cbse,2008,91.5,state board,3944,2,B.Tech/B.E.,electronics and communication engineering,81,3944,1,Tamil Nadu,2012,625,585,650,0.3760595867,555,300,-1,512,-1,286,-1,0.0464,0.0328,-0.7068,-0.1727,-0.2875
train,333737,210000.00,5/1/13 0:00,present,data analyst,Hyderabad,m,5/11/88 0:00,72.4,secondary school cerfificate,2005,67.9,board of intermediate,11168,2,MCA,computer application,80,11168,1,Telangana,2012,325,505,565,0.216785486,325,-1,-1,-1,-1,-1,-1,0.2009,-0.4353,0.926,0.06223,0.1864
train,319780,310000.00,4/1/12 0:00,10/1/14 0:00,technical operations analyst,Noida,f,1/23/89 0:00,89,cbse,2006,78,cbse,6038,2,B.Tech/B.E.,computer engineering,73.14,6038,0,Uttar Pradesh,2011,545,485,544,0.8841225116,535,-1,-1,-1,-1,-1,-1,0.51,0.5008,0.672,-0.43717,0.3444
train,1089260,450000.00,6/1/13 0:00,present,software engineer,Gurgaon ,m,5/7/90 0:00,67.7,state board,2007,56.3,state board,14029,2,B.Tech/B.E.,computer science & engineering,81.7,14029,0,Orissa,2013,360,565,570,0.9113952784,575,-1,500,-1,-1,-1,-1,-0.0154,-0.2871,-0.1437,-1.6289,-0.6692
train,343490,225000.00,8/1/12 0:00,present,sap consultant,Noida,f,9/19/90 0:00,84,0,2008,68,0,11368,2,B.Tech/B.E.,electronics and communication engineering,60,11368,0,Uttar Pradesh,2012,615,545,515,0.124502074,-1,233,-1,-1,-1,-1,-1,-1.1128,0.1888,-0.344,1.41363,-1.2354
train,306449,280000.00,10/1/11 0:00,7/1/12 0:00,software engineer,Pune,m,8/12/89 0:00,79.78,maharashtra sate board,2007,64,maharashtra state board,1281,2,B.Tech/B.E.,electronics & telecommunications,56.43,1281,1,Maharashtra,2011,585,655,625,0.8246664007,-1,400,-1,-1,-1,-1,-1,0.0464,0.8128,0.5269,-0.0552,-0.4455
train,189234,520000.00,12/1/11 0:00,4/1/15 0:00,senior systems engineer,Chennai,f,4/27/90 0:00,87,0,2007,89,0,4042,2,B.Tech/B.E.,information technology,86.4,4042,0,Tamil Nadu,2011,525,615,615,0.7935806145,495,-1,-1,-1,-1,-1,-1,0.51,-0.5913,-0.7794,-0.8778,-0.4455
train,1043850,350000.00,1/1/14 0:00,present,programmer analyst,-1,m,3/24/91 0:00,88,icse,2009,75,cbse,2318,2,B.Tech/B.E.,information science engineering,70,2318,1,Karnataka,2013,595,625,585,0.6226429158,495,-1,407,-1,-1,-1,-1,-0.4463,0.2124,0.3174,-1.3753,-1.0524
train,1255797,320000.00,7/1/15 0:00,present,software engineer,Noida,m,6/5/92 0:00,74,state board,2009,73,state board,7376,2,B.Tech/B.E.,electronics and communication engineering,65.95,7376,0,Uttar Pradesh,2015,420,375,430,0.6493897148,-1,356,-1,-1,-1,-1,-1,0.2718,0.3789,1.3933,1.1601,0.8637
train,651925,325000.00,11/1/13 0:00,present,software development engineer,-1,m,4/10/91 0:00,76,cbse,2009,67,state board,8421,2,B.Tech/B.E.,electronics and communication engineering,64,8421,1,Karnataka,2013,730,520,590,0.538386893,375,333,-1,-1,-1,-1,-1,1.1336,1.3779,1.2396,1.1601,1.0554
train,906387,120000.00,8/1/14 0:00,1/1/15 0:00,quality assurance test engineer,Greater Noida,m,2/26/92 0:00,72,cbse,2010,59.9,cbse,67,2,B.Tech/B.E.,information technology,63,67,0,Uttar Pradesh,2014,440,450,395,0.9912306253,385,-1,592,-1,-1,-1,-1,-0.4463,0.3789,0.6248,1.5404,0.6721
train,668043,350000.00,2/1/13 0:00,present,product engineer,Dhanbad,m,6/10/91 0:00,78,cbse,2009,55,cbse,1890,2,B.Tech/B.E.,mechatronics,74,1890,1,Tamil Nadu,2013,440,485,370,-1,-1,-1,-1,-1,-1,-1,-1,-1.308,-0.6201,-0.9122,-0.8682,-0.8608
train,223143,580000.00,7/1/11 0:00,6/1/15 0:00,senior software engineer,Mumbai,f,11/9/89 0:00,84,0,2007,60,0,5403,2,B.Tech/B.E.,computer engineering,62.1,5403,0,Rajasthan,2011,404,425,405,0.276047228,345,-1,-1,-1,-1,-1,-1,0.3555,0.8128,0.5269,0.4148,0.9763
train,1003364,180000.00,3/1/14 0:00,present,php developer,new delhi,m,5/12/93 0:00,57,state board,2010,70,state board,16213,2,B.Tech/B.E.,information technology,68.88,16213,0,Uttar Pradesh,2014,325,350,390,0.3565364877,415,-1,346,-1,-1,-1,-1,-0.8772,-3.4506,0.9322,1.6672,-1.244
train,1066385,240000.00,7/1/14 0:00,present,software engineer,Noida,f,2/17/92 0:00,87,cbse,2009,64,cbse,13128,2,B.Tech/B.E.,computer science & engineering,68,13128,1,Delhi,2013,535,580,260,0.4867470084,505,-1,376,-1,-1,-1,-1,-0.159,0.5454,0.6248,-0.1076,1.247
train,1088410,120000.00,12/1/13 0:00,12/1/14 0:00,php developer,Hyderabad,m,10/9/91 0:00,64,state board,2009,65,state board,4217,2,B.Tech/B.E.,computer science & engineering,58,4217,0,Telangana,2013,335,420,210,0.744758354,275,-1,438,-1,-1,-1,-1,0.4155,-0.6201,0.1637,0.9066,0.6721
train,415273,240000.00,10/1/13 0:00,2/1/14 0:00,business analyst,Noida,m,4/21/91 0:00,88.2,cbse,2008,82,cbse,5818,2,B.Tech/B.E.,electronics & telecommunications,78.5,5818,0,Orissa,2012,685,475,505,0.1559085027,-1,-1,-1,-1,-1,260,-1,-0.4173,1.1248,0.672,-0.5253,-0.169
train,311098,120000.00,12/1/12 0:00,1/1/15 0:00,.net developer,New Delhi,m,9/2/83 0:00,49,cbse,2007,75,"sbte, jharkhand",9738,2,B.Tech/B.E.,information technology,65,9738,0,Uttar Pradesh,2011,525,455,425,0.5259225843,415,-1,-1,-1,-1,-1,-1,1.2828,0.8128,0.672,-1.7004,-0.2875
train,906896,310000.00,7/1/14 0:00,4/1/15 0:00,software test engineer,Bangalore,m,9/8/92 0:00,91.2,state board,2010,95.2,state board,1141,2,B.Tech/B.E.,electronics and communication engineering,76.2,1141,0,Andhra Pradesh,2014,580,645,635,0.9976427717,525,-1,-1,-1,-1,548,-1,0.8463,0.7119,1.8543,-1.1218,0.2889
train,1075225,345000.00,4/1/14 0:00,4/1/15 0:00,programmer analyst,Chennai,m,11/4/90 0:00,71,state board,2008,62,state board,1087,2,B.Tech/B.E.,information technology,73,1087,0,Orissa,2013,570,495,595,0.4508765845,395,-1,-1,-1,-1,-1,-1,-0.5899,-0.4536,-0.6048,0.9066,-0.4776
train,242799,100000.00,10/1/11 0:00,4/1/12 0:00,service coordinator,Bangalore,m,10/3/89 0:00,65,ksseb,2006,50,pre university board,1436,2,B.Tech/B.E.,mechanical & production engineering,58,1436,0,Karnataka,2011,445,315,385,-1,-1,-1,-1,313,-1,-1,-1,-0.5719,-1.2153,-1.5051,0.7673,-1.7093
train,990516,325000.00,8/1/14 0:00,5/1/15 0:00,system administrator,Chennai,f,7/6/93 0:00,81.3,state board,2010,88.6,state board,11788,2,B.Tech/B.E.,information technology,75.6,11788,0,Andhra Pradesh,2014,535,530,520,0.3565364877,355,-1,346,-1,-1,-1,-1,0.5591,1.2114,0.6248,-0.6147,-0.6692
train,440636,310000.00,3/1/13 0:00,9/1/15 0:00,software quality assurance tester,TRIVANDRUM,m,9/6/90 0:00,92.2,cbse,2008,82.2,cbse,35,1,B.Tech/B.E.,information technology,76.33,35,1,Delhi,2012,645,475,595,0.7040904121,465,-1,-1,-1,-1,-1,-1,-0.0696,0.3448,-0.9245,0.0917,0.6603
train,1284153,225000.00,4/1/14 0:00,8/1/14 0:00,assistant engineer,Dehradun,m,9/16/93 0:00,73,cbse,2011,70,cbse,6874,2,B.Tech/B.E.,civil engineering,66.2,6874,0,Uttarakhand,2015,395,580,505,0.8879033166,-1,-1,-1,-1,-1,-1,452,0.5591,0.7119,0.1637,-1.7556,1.247
train,767562,240000.00,9/1/13 0:00,present,.net developer,-1,f,5/2/92 0:00,93,state board,2009,94.9,state board,4459,2,B.Tech/B.E.,computer science & engineering,84.6,4459,0,Telangana,2013,500,485,515,0.9609030872,595,-1,-1,-1,-1,-1,-1,1.2772,1.2114,-0.6048,-0.8682,1.4386
train,243794,475000.00,11/1/11 0:00,4/1/15 0:00,senior systems engineer,-1,m,5/31/89 0:00,80.2,cbse,2007,77.2,cbse,2656,2,B.Tech/B.E.,electronics and electrical engineering,79,2656,0,Haryana,2011,695,445,585,0.9107701642,-1,433,-1,-1,-1,-1,-1,0.0464,0.9688,1.2525,0.1798,0.1864
train,387430,235000.00,6/1/12 0:00,2/1/14 0:00,research analyst,-1,f,10/9/89 0:00,74.8,cbse,2008,64.4,cbse,449,2,B.Tech/B.E.,biotechnology,73,449,1,Tamil Nadu,2012,525,405,385,0.885703685,-1,-1,-1,-1,-1,-1,-1,-0.1082,0.5008,-0.4891,-0.2902,-0.406
train,682129,200000.00,7/1/13 0:00,11/1/14 0:00,software engineer,Bangalore,m,1/15/90 0:00,55.5,state board,2007,52.5,state board,44,2,MCA,computer application,72.8,44,0,Uttar Pradesh,2013,415,495,445,0.8646854134,525,-1,-1,-1,-1,-1,-1,-0.3027,-0.6201,-0.1437,0.9066,-1.6273
train,598081,560000.00,7/1/13 0:00,present,application developer,Hyderabad,m,4/21/92 0:00,85.8,cbse,2009,90.6,cbse,400,1,B.Tech/B.E.,computer science & engineering,76.8,400,0,Madhya Pradesh,2013,625,715,645,0.994050872,675,-1,-1,-1,-1,-1,-1,-0.3027,0.8784,0.4711,-1.1218,1.0554
train,676000,335000.00,5/1/13 0:00,6/1/14 0:00,programmer analyst,Chennai & Mumbai,m,7/31/91 0:00,81.2,cbse,2008,75.4,cbse,2795,1,B.Tech/B.E.,computer engineering,74.1,2795,0,Madhya Pradesh,2013,495,595,625,0.9113952784,685,-1,500,-1,-1,-1,-1,-1.0208,-1.1196,-0.6048,0.5262,0.2889
train,1191730,105000.00,1/1/13 0:00,6/1/13 0:00,testing engineer,noida,m,8/5/90 0:00,63,cbse,2009,64,cbse,7148,2,B.Tech/B.E.,electronics and electrical engineering,72.4,7148,0,Punjab,2013,500,460,415,0.193768442,395,-1,-1,-1,324,-1,-1,1.1336,0.7119,0.1637,-0.4879,-0.4776
train,896584,100000.00,11/1/13 0:00,1/1/14 0:00,business analyst,Jaipur,f,12/1/90 0:00,79,icse,2008,73,icse,3678,2,B.Tech/B.E.,computer science & engineering,75,3678,1,Rajasthan,2013,685,535,605,0.3565364877,365,-1,346,-1,-1,-1,-1,1.7081,1.3779,1.2396,-1.2486,1.0554
train,60599,265000.00,12/1/10 0:00,present,technical assistant,Kolkata,f,9/6/87 0:00,79.37,state board,2005,61.6,state board,18139,2,M.Tech./M.E.,instrumentation and control engineering,82,18139,1,West Bengal,2014,395,605,585,0.124502074,445,233,-1,-1,-1,-1,-1,-0.2628,0.8128,0.9623,-0.8778,0.3444
train,796713,380000.00,6/1/14 0:00,9/1/14 0:00,business analyst,-1,m,10/1/91 0:00,75.4,cbse,2010,67.6,cbse,222,2,B.Tech/B.E.,electronics and communication engineering,62.7,222,0,Jharkhand,2014,545,570,470,0.2073921697,335,260,-1,-1,-1,-1,-1,1.2772,0.0459,0.3174,-0.3612,-0.8608
train,731107,300000.00,12/1/13 0:00,present,project engineer,Pune,m,8/1/90 0:00,85.5,state board,2008,76.33,state board,2921,2,B.Tech/B.E.,applied electronics and instrumentation,76.7,2921,0,West Bengal,2013,485,460,590,0.6944793277,-1,366,-1,-1,-1,-1,-1,1.2772,0.8784,-0.9122,-1.5021,0.0973
train,1251355,300000.00,6/1/13 0:00,present,sap abap consultant,Bangalore,f,3/19/92 0:00,87.83,state board,2009,94,board of intermediate education,9189,2,B.Tech/B.E.,electrical engineering,78.18,9189,1,Telangana,2013,500,510,570,-1,355,-1,-1,-1,-1,-1,-1,0.2718,-0.6201,1.0859,2.1743,0.6721
train,781274,280000.00,5/1/14 0:00,present,embedded software engineer,Bangalore,f,12/21/91 0:00,77.4,cbse,2009,81,cbse,1125,2,B.Tech/B.E.,electronics & telecommunications,77.8,1125,0,Orissa,2013,415,510,590,0.6493897148,335,356,-1,-1,-1,-1,-1,0.4155,-0.4536,-1.527,0.2727,-0.0943
